PublicName / Nom public,AgencyDescription / Descriptiondelorganisme,PhysicalAddress1 / Adressemunicipale1,PhysicalAddress2 / Adressemunicipale2,UpdatedOn / Misàjourle,LanguageOfRecord / Languedudossier,PhysicalCity / Villephysique,PhysicalStateProvince / Étatprovincephysique,PhysicalPostalCode / Codepostal,Latitude / Latitude,Longitude / Longitude,PhoneNumberBusinessLine / Numérodetéléphonedaffaires,PhoneTollFree / Téléphonesansfrais,PhoneTTY / TéléphoneATS,PhoneFax / Télécopieur,WebsiteAddress / Adressedusite Web,Hours / Heures,DisabilitiesAccess/ Accèspourhandicapés,FeeStructureSource / Sourcedeléchelledestarifs,ApplicationProcess / Processusdedemande,Eligibility / Admissibilité,LanguagesOfferedList / Listedeslanguesoffertes,Coverage / Portée
Ouellette Campus Hospital - Mental Health Outpatient Wellness Program,Offres des services de counselling en consultation externe aux personnes qui éprouvent des problèmes de santé mentale.,1030 avenue Ouellette,1ère étage,Aug 24 2015  7:20:47,French,Windsor,ON,N9E 1A1,42.262713,-83.0039186,519-973-4411 ext 33832,,,519-973-1691,http://www.wrh.on.ca,Lun 8h30-16h30 * Mar 8h30-16h30 * Mer 8h30-16h30 * Jeu 8h30-16h30 * Ven 8h30-16h30 *,Entièrement accessible,Gratuit,Recommandation professionnelle (non-médicale) requise Carte santé,"Personnes qui éprouvent des problèmes de santé mentale. Les références doivent provenir de travailleurs de crise, des Pan's ou le département d'urgence.",anglais,"EssexWindsor, Essex"
Owen Sound Hospital - Mental Health and Addiction Services - North Grey Team,"Offers a team whose provide services to people with a serious mental illness (ie. schizophrenia, bipolar disorder and depression). The team provides counseling, case management and housing support.",1800 8th Street East,,Jun 12 2015  2:36:00,English,Owen Sound,ON,N4K 6M9,44.5778067,-80.926867,519-376-2121 ext 2460,,,,https://www.gbhs.on.ca/programs.php?pgid=111,,Wheelchair accessible,Covered by health insurance,Self Referral Health Card,Individuals 16 and older in the Grey Bruce area.,English,"Bruce, GreyOwen Sound, Grey"
Owen Sound Hospital - Mental Health and Addiction Services - North Grey Team,"Offre des services d'une équipe de professionnels aux personnes qui éprouvent des problèmes de santé mentale (la schizophrénie, la dépression, trouble bipolaire). Offre aussi des services de counselling, de gestion de cas et des services d'hébergement.",1800 rue 8th Est,,Jun 12 2015  2:36:00,French,Owen Sound,ON,N4K 6M9,44.5778067,-80.926867,519-376-2121 ext 2460,,,,https://www.gbhs.on.ca/programs.php?pgid=111,,Entièrement accessible,Couvert par l’assurance-maladie,Accès sans recommandation Carte santé,Personnes de 16 ans et plus dans la région de Grey Bruce.,anglais,"Bruce, GreyOwen Sound, Grey"
Ottawa Hospital General Campus - Psychiatric Emergency Services (PES),"Offers assessment individuals deemed to be suffering from a psychiatric illness and who are in crisis. Patients who are seen in PES are assessed by a multidisciplinary team and once each patient’s needs are determined, individuals requiring additional mental health services will be referred to the appropriate program as required.",501 Smyth Road,,Jul 23 2015  1:24:46,English,Ottawa,ON,K1H 8L6,45.4017202,-75.6469402,613-798-5555,,,,https://www.ottawahospital.on.ca/,24/7,Wheelchair accessible,Covered by health insurance,Self Referral Health Card,Individuals in the Ottawa region.,"English, French","OttawaOttawa, Ottawa"
Ottawa Hospital General Campus - Psychiatric Emergency Services (PES),"Offre des services d'évaluation, de counselling et des références aux personnes qui éprouvent une crise de santé mentale. Les services sont offerts par une équipe multidisciplinaire.",501 chemin Smyth,,Jul 23 2015  1:24:46,French,Ottawa,ON,K1H 8L6,45.4017202,-75.6469402,613-798-5555,,,,https://www.ottawahospital.on.ca/,24/7,Entièrement accessible,Couvert par l’assurance-maladie,Accès sans recommandation Carte santé,Personnes dans la région d'Ottawa.,"anglais, français","OttawaOttawa, Ottawa"
"Ottawa Hospital General Campus - Day Hospital Care, Acute Partial Hospitalization Program (APHP)",Offers intensive treatment to individuals with moderate to severe mental illness to help restore functioning and independent living. Patients are seen daily in a group format for four weeks.,501 Smyth Road,,Jun 15 2015  3:06:00,English,Ottawa,ON,K1H 8L6,45.4017202,-75.6469402,613-798-5555,,,,https://www.ottawahospital.on.ca/,,Wheelchair accessible,Covered by health insurance,Self Referral Health Card,"Individuals in the Ottawa region, 16 and older.","English, French","OttawaOttawa, Ottawa"
"Ottawa Hospital General Campus - Day Hospital Care, Acute Partial Hospitalization Program (APHP)","Offre des services de traitement  intensifs aux personnes qui éprouvent des problèmes de santé mentale,  modérée à sévère . Offre aussi des services de counselling en groupes (pour 4 semaines) et des services  de formation en dynamique de la vie.",501 chemin Smyth,,Jun 15 2015  3:06:00,French,Ottawa,ON,K1H 8L6,45.4017202,-75.6469402,613-798-5555,,,,https://www.ottawahospital.on.ca/,,Entièrement accessible,Couvert par l’assurance-maladie,Accès sans recommandation Carte santé,Personnes de 16 ans et plus dans la région d'Ottawa.,"anglais, français","OttawaOttawa, Ottawa"
Ottawa Hospital Civic Campus - Psychiatric Emergency Services (PES),"Offers assessment individuals deemed to be suffering from a psychiatric illness and who are in crisis. Patients who are seen in PES are assessed by a multidisciplinary team and once each patient’s needs are determined, individuals requiring additional mental health services will be referred to the appropriate program as required.",1053 Carling Avenue,,Jul 23 2015  1:19:38,English,Ottawa,ON,K1Y 4E9,45.3926934,-75.7211927,613-798-5555,,,,https://www.ottawahospital.on.ca/,24/7,Wheelchair accessible,Covered by health insurance,Self Referral Health Card,Individuals in the Ottawa region.,"English, French","OttawaOttawa, Ottawa"
Ottawa Hospital Civic Campus - Psychiatric Emergency Services (PES),"Offre des services d'évaluation, de counselling et des références aux personnes qui éprouvent une crise de santé mentale. Les services sont offerts par une équipe multidisciplinaire.",1053 avenue Carling,,Jul 23 2015  1:19:38,French,Ottawa,ON,K1Y 4E9,45.3926934,-75.7211927,613-798-5555,,,,https://www.ottawahospital.on.ca/,24/7,Entièrement accessible,Couvert par l’assurance-maladie,Accès sans recommandation Carte santé,Personnes dans la région d'Ottawa.,"anglais, français","OttawaOttawa, Ottawa"
Ottawa Hospital Civic Campus - Outpatient Services and Urgent Consultation Clinic,"Offers treatment for patients following discharge, where ongoing treatment is required. This includes both medication at the Neuroleptic Clinic and psychiatric care for four to six sessions.",1053 Carling Avenue,,Jun 15 2015  3:01:00,English,Ottawa,ON,K1Y 4E9,45.3926934,-75.7211927,613-798-5555,,,,https://www.ottawahospital.on.ca/,,Wheelchair accessible,Covered by health insurance,Self Referral Health Card,Individuals in the Ottawa region. Only patients seen in TOH can be referred to the urgent consultation clinic.,"English, French","OttawaOttawa, Ottawa"
Ottawa Hospital Civic Campus - Outpatient Services and Urgent Consultation Clinic,Offre des services de traitement et des services de suivi aux personnes  qui ont besoin de traitement continu. Offre aussi des services de  surveillance de la prises des médicaments chez le Neuroleptic Clinc et de soutien psychiatrique (4-6 sessions).,1053 avenue Carling,,Jun 15 2015  3:01:00,French,Ottawa,ON,K1Y 4E9,45.3926934,-75.7211927,613-798-5555,,,,https://www.ottawahospital.on.ca/,,Entièrement accessible,Couvert par l’assurance-maladie,Accès sans recommandation Carte santé,Personnes dans la région d'Ottawa. Seuls les patients vus dans THO peuvent être renvoyées à la clinique de consultation urgente.,"anglais, français","OttawaOttawa, Ottawa"
Ottawa Hospital General Campus - Outpatient Services and Urgent Consultation Clinic,"Offers treatment for patients following discharge, where ongoing treatment is required. This includes both medication at the neuroleptic clinic and psychiatric care for four to six sessions.",1053 Carling Avenue,,Jun 11 2015  1:00:46,English,Ottawa,ON,K1Y 4E9,45.3926934,-75.7211927,613-798-5555,,,,https://www.ottawahospital.on.ca/,,Wheelchair accessible,Covered by health insurance,Self Referral Health Card,Individuals in the Ottawa region. Only patients seen in the Ottawa Hospital can be referred to the urgent consultation clinic.,"English, French","OttawaOttawa, Ottawa"
Ottawa Hospital General Campus - Outpatient Services and Urgent Consultation Clinic,"Offre des services de traitement permanent et des services de suivi aux personnes qui éprouvent des problèmes de santé mentale. Offre aussi 4 ou 6 sessions de counselling psychiatrique, la  surveillance des médicaments   et l'accès à   une clinique   neuroleptique.",1053 avenue Carling,,Jun 11 2015  1:00:46,French,Ottawa,ON,K1Y 4E9,45.3926934,-75.7211927,613-798-5555,,,,https://www.ottawahospital.on.ca/,,Entièrement accessible,Couvert par l’assurance-maladie,Accès sans recommandation Carte santé,Personnes dans la région d'Ottawa. Seuls les patients de l'hôpital d'Ottawa peuvent être renvoyées à la clinique de consultation urgente  *,"anglais, français","OttawaOttawa, Ottawa"
Owen Sound Hospital - North Bruce Community Mental Health Team - Prevention and Early Intervention Program for Psychosis (PEPP),Offers a community focused mental health program which provides prompt assessment and comprehensive medical and psychosocial treatment for individuals experiencing their first episode of psychosis.,1800 8th Street East,,Jun 12 2015  2:37:00,English,Owen Sound,ON,N4K 6M9,44.5778067,-80.926867,519-376-4220,,,,https://www.gbhs.on.ca/programs.php?pgid=111,,Wheelchair accessible,Covered by health insurance,Self Referral Health Card,Individuals ages 14-35 years,English,"Bruce, GreyOwen Sound, Grey"
Owen Sound Hospital - North Bruce Community Mental Health Team - Prevention and Early Intervention Program for Psychosis (PEPP),Offre un programme de santé mentale axés sur la communauté. Le programme offre des services de traitement psychosociale et des services médicale aux personnes qui éprouvent  d  es premiers stades de   la psychose .,1800 rue 8th Est,,Jun 12 2015  2:37:00,French,Owen Sound,ON,N4K 6M9,44.5778067,-80.926867,519-376-4220,,,,https://www.gbhs.on.ca/programs.php?pgid=111,,Entièrement accessible,Couvert par l’assurance-maladie,Accès sans recommandation Carte santé,Personnes de 14-35 ans.,anglais,"Bruce, GreyOwen Sound, Grey"
Queensway-Carleton Hospital - Outpatient Assessment and Treatment,Offers outpatient counselling and assessment services to those dealing with a mental health problem.,3045 Baseline Road,,Aug 18 2015  5:24:06,English,Nepean,ON,K2H 8P4,45.3351231,-75.8078316,613-721-2000 ext 3970,,,613-721-4773,http://www.qch.on.ca,Mon 8:30am-4:30pm * Tue 8:30am-4:30pm * Wed 8:30am-4:30pm * Thu 8:30am-4:30pm * Fri 8:30am-4:30pm *,Wheelchair Accessible,Covered by health insurance,Medical Referral Required Health Card,People ages 16 and up in the Ottawa area.,English,"OttawaOttawa, OttawaNepean, Ottawa"
Queensway-Carleton Hospital - Outpatient Assessment and Treatment,"Offre des services de counselling et d'évaluation, en consultation externe, qui éprouvent des problèmes de santé mentale.",3045 chemin Baseline,,Aug 18 2015  5:24:06,French,Nepean,ON,K2H 8P4,45.3351231,-75.8078316,613-721-2000 ext 3970,,,613-721-4773,http://www.qch.on.ca,Lun 8h30-16h30 * Mar 8h30-16h30 * Mer 8h30-16h30 * Jeu 8h30-16h30 * Ven 8h30-16h30 *,Entièrement accessible,Couvert par l’assurance-maladie,Recommandation médicale requise Carte santé,Personnes de 16 ans et plus dans la région d'Ottawa.,anglais,"OttawaOttawa, OttawaNepean, Ottawa"
Renfrew Victoria Hospital - Addictions Treatment Service,Offers substance abuse counselling and a treatment plan.,109 Banting Drive,,Jun 16 2015  1:01:00,English,Deep River,ON,K0J 1P0,46.0914087,-77.4760765,613-432-9855,1-800-265-0197,,,https://www.renfrewhosp.com/addiction_treatment_services.php,Mon 9am-4pm * Tue 9am-4pm * Wed 9am-4pm * Thu 9am-4pm * Fri 9am-4pm *,Wheelchair Accessible,Free,Appointment Required No Documentation Required,Youth ages 12 and up in Renfrew County,English,"RenfrewRenfrew, Renfrew, Professional Outpatient Counselling is provided to active clients at office locations in Deep River, Pembroke, Eganville, Arnprior, Barry's Bay and Renfrew."
Renfrew Victoria Hospital - Addictions Treatment Service,Offre des services de counselling et des plans de traitement aux personnes qui éprouvent des problèmes de dépendance.,109 promenade Banting,,Jun 16 2015  1:01:00,French,Deep River,ON,K0J 1P0,46.0914087,-77.4760765,613-432-9855,1-800-265-0197,,,https://www.renfrewhosp.com/addiction_treatment_services.php,Lun 9h-16h * Mar 9h-16h * Mer 9h-16h * Jeu 9h-16h * Ven 9h-16h *,Entièrement accessible,Gratuit,Rendez-vous requis Aucuns documents requis,Jeunes de 12 ans et plus dans le comté de Renfrew.,anglais,"RenfrewRenfrew, Renfrew, Les services de counselling en consultation externe sont offert aux clientes chez les locations de Deep River, Pembroke, Eganville, Arnprior, Barry's Bay et Renfrew."
Ray of Hope - Youth Addiction Services - Day Treatment,"Offers a faith based day treatment for youth that encourages them through peer support, individual counseling and group work to find alternative ways to cope with cravings, triggers and personal challenges related to family, peer relationships and education.",1081 King Street East,,Apr  7 2016  6:54:50,English,Kitchener,ON,N2G 2N1,43.4419108,-80.4719629,519-743-2311,,,519-578-8784,http://www.rayofhope.net,Mon 9am-3:30pm * Tue 9am-3:30pm * Wed 9am-3:30pm * Thu 9am-3:30pm * Fri 9am-3:30pm *,Unknown,Free,Appointment Required No Documentation Required,"Female and male youth between the ages of 13-17 who need structured support, but not in a residential program.",English,"Kitchener, WaterlooCambridge, WaterlooWaterloo, WaterlooCambridge, Wellington, Waterloo"
Ray of Hope - Youth Addiction Services - Day Treatment,"Offre des services de traitement de jour (basé sur  la religion chrétienne) aux jeunes qui éprouvent des problèmes de dépendance.   Les services comprennent   la thérapie et   l' entraide entre pairs qui  se concentre sur   l'identification des problèmes ,  l'enseignement de   méthodes d'adaptation et d'éducation.",1081 rue King Est,,Apr  7 2016  6:54:50,French,Kitchener,ON,N2G 2N1,43.4419108,-80.4719629,519-743-2311,,,519-578-8784,http://www.rayofhope.net,Lun 9h-15h30 * Mar 9h-15h30 * Mer 9h-15h30 * Jeu 9h-15h30 * Ven 9h-15h30 *,Inconnu,Gratuit,Rendez-vous requis Aucuns documents requis,"Jeunes (filles et garçons) de 13-17 ans qui ont besoin de soutien structuré, mais pas le traitement résidentiel  *",anglais,"Kitchener, WaterlooCambridge, WaterlooWaterloo, WaterlooCambridge, Wellington, Waterloo"
Peterborough Regional Health Centre - Family and Youth Clinic,Offers specialized consultation and treatment to individuals dealing with significant mental health difficulties,1 Hospital Drive,,Jan 25 2016  2:25:59,English,Peterborough,ON,K9J 7C6,44.2999511,-78.3471923,705-876-5114,,,705-876-5040,http://www.prhc.on.ca/cms/family-youth-clinic,Mon 8:30am-5pm * Tue 8:30am-5pm * Wed 8:30am-5pm * Thu 8:30am-5pm * Fri 8:30am-5pm *  Limited availability of early evening appointments,Wheelchair accessible,Free,Self Referral Health Card,Children and Youth 18 and younger and their families where significant mental health difficulties are a primary concern.,English,"Peterborough, Peterborough, Peterborough, Haliburton, Northumberland, Kawartha Lakes, Counties of Peterborough, Haliburton, Northumberland and City of Kawartha Lakes"
Peterborough Regional Health Centre - Family & Youth Clinic,Offre des services de consultation et de traitement spécialisés aux individus qui éprouvent des problèmes de santé mentale significatifs.,1 promenade Hospital,,Jan 25 2016  2:25:59,French,Peterborough,ON,K9J 7C6,44.2999511,-78.3471923,705-876-5114,,,705-876-5040,http://www.prhc.on.ca/cms/family-youth-clinic,Lun 8h30-17h * Mar 8h30-17h * Mer 8h30-17h * Jeu 8h30-17h * Ven 8h30-17h *  Nombre des rendez-vous de soirée sont limités,Entièrement accessible,Gratuit,Accès sans recommandation Carte santé,Enfants et jeunes de 18 ans et moins qui éprouvent des problèmes de santé mentale graves et leurs familles,anglais,"Peterborough, Peterborough, Peterborough, Haliburton, Northumberland, Kawartha Lakes, Régions de Peterborough, Haliburton, Northumberland et la ville de Kawartha Lakes"
Ross Memorial Hospital - Community Counselling - Clinical Case-Management Program,"Offers services to assist clients with long-term mental illness to develop the necessary skills to live, learn and work in their home environment.",10 Angeline Street North,,Aug 24 2015  7:21:27,English,Lindsay,ON,K9V 4M8,44.351789,-78.7513616,705-328-6064,,,705-328-6065,http://www.rmh.org/programs-and-services/clinical-case-management-program,,Wheelchair accessible,Cost unknown - inquire for more information,Self Referral Documents not specified - inquire for more information,Ages 16 and older with long-term mental illness. Referral form needs to completed first.,English,"Kawartha LakesLindsay, Kawartha Lakes"
